failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00649,M007,2024-11-14T07:43:00,imaging_drum,8.03,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.84,False,72,203.1,1.184,10.71,38.29,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00649.,clean or clear obstruction
F00650,M018,2024-11-14T08:40:20,battery_cell,4.89,Moderate,1,1,1,electrical_fault,battery low voltage,0.95,True,72,36.81,0.031,0.088,82.36,battery_cell failed after a 72-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00650.,reset and recalibrate sensor
F00651,M001,2024-11-15T21:47:00,cooling_fan,3.67,Moderate,1,1,1,pressure_or_airflow,cooling fan failure,0.78,True,48,141.71,0.074,14.483,68.27,cooling_fan failed after a 48-hour pressure_or_airflow pattern connected to cooling fan failure. Sensor rows in that window carry related_failure_id=F00651.,clean or clear obstruction
F00652,M015,2024-11-17T10:13:51,compressor,13.05,Major,1,1,1,wear_or_lubrication,fan motor bearing wear,0.82,True,72,52.07,0.96,11.763,34.96,compressor failed after a 72-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00652.,top up lubricant and inspect bearings
F00653,M018,2024-11-18T19:55:00,battery_cell,24.0,Major,1,1,1,electrical_fault,battery low voltage,0.81,True,72,44.83,0.046,0.158,84.11,battery_cell failed after a 72-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00653.,check power supply and wiring
F00654,M007,2024-11-18T22:34:54,imaging_drum,7.02,Moderate,1,1,1,overheating,fuser overheating,0.92,True,72,198.71,1.063,11.056,37.06,imaging_drum failed after a 72-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00654.,check power supply and wiring
F00655,M009,2024-11-24T11:35:28,induction_coil,0.88,Minor,1,1,1,overheating,induction coil overheating,0.88,True,48,128.98,0.331,15.503,54.87,induction_coil failed after a 48-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00655.,schedule immediate service
F00656,M002,2024-11-24T22:40:00,filter,26.46,Critical,1,1,1,overheating,motor overheating,0.94,True,72,83.6,1.336,9.779,65.54,filter failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00656.,check power supply and wiring
F00657,M013,2024-11-25T06:59:00,drive_motor,0.6,Minor,1,1,1,wear_or_lubrication,coupler wear,0.79,True,72,71.37,2.183,6.421,42.33,drive_motor failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00657.,reset and recalibrate sensor
F00658,M009,2024-11-27T05:20:00,power_module,6.66,Moderate,1,1,1,electrical_fault,power module fault,0.82,True,72,165.42,0.315,20.469,50.35,power_module failed after a 72-hour electrical_fault pattern connected to power module fault. Sensor rows in that window carry related_failure_id=F00658.,check power supply and wiring
F00659,M013,2024-11-28T03:58:00,jar_seal,2.76,Moderate,1,1,1,wear_or_lubrication,coupler wear,0.96,True,72,86.34,4.5,6.797,48.93,jar_seal failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00659.,top up lubricant and inspect bearings
F00660,M013,2024-11-29T03:38:00,coupler,8.5,Moderate,1,1,1,wear_or_lubrication,coupler wear,0.94,True,72,112.24,1.496,6.585,46.02,coupler failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00660.,inspect component and replace if worn
F00661,M020,2024-12-01T08:13:00,charging_port,6.11,Moderate,1,1,1,electrical_fault,battery degradation,0.81,True,72,42.38,0.068,0.537,83.77,charging_port failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00661.,clean or clear obstruction
F00662,M002,2024-12-04T23:08:00,filter,1.09,Minor,1,1,1,overheating,motor overheating,0.88,False,72,159.78,2.214,9.058,63.5,filter failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00662.,check power supply and wiring
F00663,M020,2024-12-08T12:14:00,charging_port,1.5,Minor,1,1,1,sensor_or_control,audio driver distortion,0.83,True,72,47.8,0.055,0.486,82.62,charging_port failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00663.,reset and recalibrate sensor
F00664,M009,2024-12-10T18:25:00,extractor_fan,1.6,Minor,1,1,1,sensor_or_control,temperature sensor drift,0.88,True,72,150.61,0.363,17.311,57.86,extractor_fan failed after a 72-hour sensor_or_control pattern connected to temperature sensor drift. Sensor rows in that window carry related_failure_id=F00664.,inspect component and replace if worn
F00665,M001,2024-12-15T05:14:40,cooling_fan,2.35,Minor,1,1,1,overheating,heating element degradation,0.87,True,72,216.41,0.102,17.135,75.06,cooling_fan failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00665.,schedule immediate service
F00666,M009,2024-12-16T04:32:00,extractor_fan,1.55,Minor,1,1,1,electrical_fault,power module fault,0.81,True,72,151.1,0.322,18.217,51.96,extractor_fan failed after a 72-hour electrical_fault pattern connected to power module fault. Sensor rows in that window carry related_failure_id=F00666.,check power supply and wiring
F00667,M017,2024-12-21T01:08:00,power_relay,8.5,Moderate,1,1,1,overheating,heating plate degradation,0.86,True,72,87.51,0.081,7.162,76.75,power_relay failed after a 72-hour overheating pattern connected to heating plate degradation. Sensor rows in that window carry related_failure_id=F00667.,inspect component and replace if worn
F00668,M011,2024-12-22T19:38:00,turntable_motor,4.77,Moderate,1,1,1,overheating,magnetron overheating,0.93,True,48,73.85,0.243,9.535,68.91,turntable_motor failed after a 48-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00668.,inspect component and replace if worn
F00669,M003,2024-12-25T21:16:00,circulation_pump,1.22,Minor,1,1,1,pressure_or_airflow,water pressure anomaly,0.92,True,72,66.25,0.224,9.4,66.16,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00669.,inspect component and replace if worn
F00670,M007,2024-12-26T19:53:00,imaging_drum,19.49,Major,1,1,1,blockage_or_jam,paper feed jam,0.79,True,72,229.44,0.909,10.99,44.17,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00670.,clean or clear obstruction
F00671,M004,2024-12-29T09:25:00,cooling_path,12.04,Major,1,1,1,electrical_fault,power supply instability,0.77,True,72,53.13,0.256,4.462,79.53,cooling_path failed after a 72-hour electrical_fault pattern connected to power supply instability. Sensor rows in that window carry related_failure_id=F00671.,reset and recalibrate sensor
F00672,M002,2024-12-29T19:16:00,brush_roll,1.57,Minor,1,1,1,blockage_or_jam,brush roll jam,0.88,True,72,61.62,0.474,8.981,67.08,brush_roll failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00672.,schedule immediate service
F00673,M011,2024-12-30T20:30:00,turntable_motor,15.03,Major,1,1,1,sensor_or_control,door interlock fault,0.89,True,72,80.29,0.233,9.131,71.75,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00673.,check power supply and wiring
F00674,M015,2024-12-31T08:42:00,control_board,3.68,Moderate,1,1,1,wear_or_lubrication,fan motor bearing wear,0.87,True,72,56.65,1.268,11.621,29.7,control_board failed after a 72-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00674.,check power supply and wiring
F00675,M014,2025-01-01T14:18:00,battery_pack,2.31,Minor,1,1,1,sensor_or_control,keypad fault,0.79,True,72,36.53,0.058,0.358,87.41,battery_pack failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00675.,check power supply and wiring
F00676,M009,2025-01-02T16:26:00,temperature_sensor,10.83,Major,1,1,1,overheating,induction coil overheating,0.92,True,72,233.75,0.345,18.865,50.82,temperature_sensor failed after a 72-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00676.,check power supply and wiring
F00677,M016,2025-01-09T11:27:00,power_input,38.51,Critical,1,1,1,electrical_fault,power input noise,0.83,True,72,49.64,0.193,1.333,79.91,power_input failed after a 72-hour electrical_fault pattern connected to power input noise. Sensor rows in that window carry related_failure_id=F00677.,top up lubricant and inspect bearings
F00678,M012,2025-01-09T15:32:00,blade_motor,3.99,Moderate,1,1,1,electrical_fault,charging port fault,0.98,True,72,37.46,0.503,1.21,58.21,blade_motor failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00678.,check power supply and wiring
F00679,M020,2025-01-11T23:28:00,battery_pack,6.27,Moderate,1,1,1,sensor_or_control,bluetooth module dropouts,0.81,True,72,45.91,0.063,0.526,85.95,battery_pack failed after a 72-hour sensor_or_control pattern connected to bluetooth module dropouts. Sensor rows in that window carry related_failure_id=F00679.,reset and recalibrate sensor
F00680,M011,2025-01-12T16:48:00,turntable_motor,1.98,Minor,1,1,1,overheating,magnetron overheating,0.95,True,72,104.7,0.217,9.132,71.94,turntable_motor failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00680.,schedule immediate service
F00681,M019,2025-01-19T06:11:17,thermostat,1.82,Minor,1,1,1,pressure_or_airflow,door seal leak,0.94,True,72,31.09,0.755,4.836,56.72,thermostat failed after a 72-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00681.,clean or clear obstruction
F00682,M001,2025-01-19T12:14:00,cooling_fan,2.95,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.82,True,48,134.94,0.095,15.047,68.79,cooling_fan failed after a 48-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00682.,reset and recalibrate sensor
F00683,M007,2025-01-22T17:41:00,imaging_drum,6.72,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.97,True,72,204.26,1.403,11.139,41.65,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00683.,schedule immediate service
F00684,M015,2025-01-22T17:58:00,control_board,24.98,Critical,1,1,1,wear_or_lubrication,fan motor bearing wear,0.79,True,72,48.36,1.668,11.224,29.85,control_board failed after a 72-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00684.,top up lubricant and inspect bearings
F00685,M005,2025-01-23T04:43:00,network_module,3.76,Moderate,1,1,1,electrical_fault,power board instability,0.88,True,72,51.5,0.076,1.759,53.38,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00685.,check power supply and wiring
F00686,M002,2025-01-24T01:01:00,hose,5.37,Moderate,1,1,1,overheating,motor overheating,0.89,True,72,105.35,0.683,9.052,72.54,hose failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00686.,schedule immediate service
F00687,M006,2025-01-24T06:59:08,lens_mount,1.59,Minor,1,1,1,electrical_fault,battery voltage sag,0.88,True,48,47.51,0.227,4.028,48.53,lens_mount failed after a 48-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00687.,check power supply and wiring
F00688,M007,2025-01-24T10:25:00,imaging_drum,9.66,Major,1,1,1,overheating,fuser overheating,0.82,True,72,196.36,0.448,11.244,43.74,imaging_drum failed after a 72-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00688.,check power supply and wiring
F00689,M009,2025-01-26T19:52:00,temperature_sensor,0.98,Minor,1,1,1,sensor_or_control,temperature sensor drift,0.94,True,48,175.29,0.336,20.684,57.21,temperature_sensor failed after a 48-hour sensor_or_control pattern connected to temperature sensor drift. Sensor rows in that window carry related_failure_id=F00689.,reset and recalibrate sensor
F00690,M010,2025-01-27T00:43:00,feed_dog,1.74,Minor,1,1,1,wear_or_lubrication,needle drive vibration,0.83,True,48,62.91,1.677,3.879,61.81,feed_dog failed after a 48-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00690.,inspect component and replace if worn
F00691,M015,2025-01-30T00:45:00,control_board,5.8,Moderate,1,1,1,wear_or_lubrication,fan motor bearing wear,0.79,True,48,57.05,1.973,13.427,28.24,control_board failed after a 48-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00691.,inspect component and replace if worn
F00692,M011,2025-02-02T03:55:00,turntable_motor,5.94,Moderate,1,1,1,sensor_or_control,door interlock fault,0.91,True,72,69.53,0.222,9.058,73.29,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00692.,top up lubricant and inspect bearings
F00693,M004,2025-02-05T02:02:00,cooling_path,6.04,Moderate,1,1,1,blockage_or_jam,ventilation blockage,0.95,True,72,48.5,0.444,4.519,80.89,cooling_path failed after a 72-hour blockage_or_jam pattern connected to ventilation blockage. Sensor rows in that window carry related_failure_id=F00693.,schedule immediate service
F00694,M006,2025-02-05T03:20:08,image_sensor,2.5,Moderate,1,1,1,electrical_fault,battery voltage sag,0.79,True,72,47.89,0.15,3.225,65.76,image_sensor failed after a 72-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00694.,reset and recalibrate sensor
